,Human A13,Human A14,Human A19,Human A1C,Human A23,Human A25,Human A29-A30,Human A32,Human A35-A36,Human A35r,Human A38,Human A40,Human A43,Human A44-A45,Human A46,Human A5-A7,Human ACC,Human ANC,Human AON,Human BL,Human BM,Human BNST,Human CA1,Human CA1-2R,Human CA1C-CA3C,Human CA1R-CA2R-CA3R,Human CA1U-CA2U-CA3U,Human CA2U-CA3U,Human CA3R,Human CA4C-DGC,Human CBL,Human CBV,Human CEN,Human CM,Human CM-Pf,Human CMN,Human CaB,Human CbDN,Human Cla,Human CoA,Human DGR-CA4,Human DGR-CA4Rpy,Human DGU-CA4Upy,Human DTg,Human ETH,Human FI,Human GPe,Human GPi,Human HTHma,Human HTHma-HTHtub,Human HTHpo,Human HTHpo-HTHso,Human HTHso,Human HTHso-HTHtub,Human HTHtub,Human IC,Human IO,Human ITG,Human Idg,Human Ig,Human LEC,Human LG,Human LP,Human LP-VPL,Human La,Human M1C,Human MD,Human MD-Re,Human MEC,Human MG,Human MN,Human MTG,Human MoAN,Human MoRF-MoEN,Human MoSR,Human NAC,Human PAG,Human PAG-DR,Human PB,Human PN,Human PTR,Human Pir,Human PnAN,Human PnEN,Human PnRF,Human Pro,Human Pu,Human Pul,Human RN,Human S1C,Human SC,Human SEP,Human SI,Human SN,Human SN-RN,Human STG,Human STH,Human SpC,Human Sub,Human TF,Human TH-TL,Human V1C,Human V2,Human VA,Human VLN,Human VPL
Cluster120,742,284,2,3,302,2517,20,1849,2,0,97,37,1163,804,599,76,2702,1,938,0,2,38,0,0,0,0,1,0,0,0,0,0,6,0,0,21,1,0,58,126,0,0,0,0,0,3053,0,2,0,0,7,3,962,1,0,0,0,0,427,44,2,0,2,0,2,2827,1,0,2,1,5,6,0,0,0,0,0,12,0,1,0,143,3,0,0,10,2,1,0,910,2,331,225,2,0,6,0,0,2,3,22,0,3,0,1,0
Cluster121,44,31,409,657,442,143,53,84,2354,0,4885,649,537,18,27,562,57,0,120,0,1373,1,0,1,3,9,17,0,0,2,0,0,24,0,1,5,0,0,964,8,0,0,0,0,4,198,2,0,3,0,0,1,61,0,0,3,0,1587,3585,1362,2305,2,1,0,17,362,0,0,43,0,2,3497,1,0,1,0,1,5,0,0,1,1327,0,0,0,467,0,0,0,124,9,11,4,0,0,553,1,1,483,2514,4147,24,119,0,0,0
Cluster122,85,36,650,1173,406,151,78,93,610,0,1350,1419,1923,55,44,732,34,0,88,0,449,0,0,0,4,15,4,0,0,4,0,0,3,0,3,0,0,0,769,1,0,0,0,0,10,44,2,0,3,0,0,1,5,0,0,2,2,1955,2845,2999,44,3,1,0,13,425,1,1,21,1,5,3812,0,0,0,0,0,5,4,0,2,38,0,1,0,486,0,5,1,220,10,6,0,1,0,1129,1,0,468,2481,1743,160,298,0,1,0
Cluster123,1124,286,2757,2667,3224,408,2521,924,30,0,133,3814,2521,1886,1679,4422,233,0,178,1,19,0,0,0,8,1,3,0,0,4,0,0,2,0,0,0,0,0,125,4,0,0,0,0,3,135,0,1,0,0,0,1,9,0,0,2,1,564,203,1935,1,0,0,0,2,3310,1,0,7,0,3,2306,0,0,1,0,0,7,0,0,0,66,0,0,1,2943,0,2,1,3149,12,27,2,0,0,2819,0,0,204,524,455,3516,4408,0,0,0
Cluster124,2527,832,1144,1049,569,1017,96,474,15,0,256,1707,1506,2852,1730,1390,133,1,733,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,136,10,0,0,0,0,0,434,0,0,2,1,0,0,47,0,0,0,2,806,266,1175,0,1,1,0,0,678,0,0,1,0,1,3529,0,0,0,1,0,12,0,0,1,265,0,0,1,334,0,1,0,436,3,13,0,0,1,1156,1,0,54,360,194,12,247,0,0,1
Cluster125,118,41,705,428,728,39,223,59,54,0,113,986,587,100,65,1202,17,0,27,0,50,0,0,0,12,8,1,0,0,3,0,0,1,0,0,1,1,0,112,0,0,0,0,0,6,18,0,0,0,1,0,1,2,0,0,1,0,388,329,616,4,0,0,0,0,288,0,0,0,0,0,1602,0,0,1,0,1,1,1,0,0,8,0,1,0,906,0,0,0,439,1,1,0,1,1,574,0,0,13,296,174,658,1383,0,0,0
Cluster126,1738,1442,104,144,371,4101,42,1426,633,0,2225,514,1057,701,557,206,2907,0,2012,1,427,46,0,0,4,3,17,0,0,1,0,0,21,0,1,1,0,0,430,280,0,0,0,0,0,3032,1,0,0,1,1,0,1049,0,0,1,0,447,3235,661,613,0,0,0,20,911,1,0,1,0,3,1468,0,0,0,1,1,29,0,0,2,719,0,1,0,98,0,0,0,80,3,503,273,1,0,182,0,0,285,526,1375,0,34,0,0,0
Cluster127,387,342,0,2,5,953,0,288,436,0,1106,0,33,17,23,1,968,0,401,0,256,1,0,0,0,0,13,0,0,0,0,0,11,0,0,0,0,0,283,59,0,0,0,0,0,938,0,1,0,0,0,0,79,0,0,0,0,74,1230,156,397,0,0,0,23,109,0,0,0,0,0,45,0,0,0,0,0,4,0,0,0,238,0,0,0,5,0,0,0,2,0,139,19,0,0,0,0,0,132,388,866,0,0,0,0,0
Cluster128,56,0,1,4,17,1,7,441,0,0,0,1,256,82,60,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,4,0,0,0,0,0,0,0,4,0,0,0,0,1,1,1,0,0,0,0,7783,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,1907,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cluster129,3054,801,1945,1726,2287,672,613,1029,25,0,269,2386,2110,3948,3082,2592,214,2,340,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,3,0,0,0,0,0,149,0,0,1,1,1,0,13,0,0,0,1,1327,248,1824,0,0,0,0,0,2250,0,0,0,0,0,6659,0,0,0,0,0,9,0,0,0,399,0,0,0,902,0,2,0,1012,2,20,2,0,0,1655,0,0,188,1104,483,53,753,0,1,1
Cluster130,274,49,896,1335,1962,118,4610,286,189,0,396,945,653,340,227,1229,127,0,58,2,171,4,0,0,4,3,4,0,0,0,0,0,1,0,1,3,0,0,122,0,0,0,0,1,1,17,0,0,3,2,1,1,34,0,0,1,0,584,293,1144,6,0,0,0,2,1219,1,0,2,0,1,3060,3,0,1,1,0,17,1,0,0,29,0,2,0,564,1,1,0,577,4,37,10,2,0,1368,0,0,108,747,503,478,659,1,0,0
Cluster131,420,162,18,4,44,56,25,802,0,0,40,79,810,606,389,151,27,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,72,0,0,0,0,1,1,2,5,0,0,0,3,40,13,1,0,0,0,0,15662,0,0,1,0,1,21,0,1,0,0,0,3,0,0,1,33,0,0,0,4,0,0,0,2449,0,5,0,0,0,7,0,0,0,0,0,1,10,0,1,0
Cluster132,0,0,0,0,1,0,447,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0
Cluster133,3,0,4,247,6,0,56,1,0,0,0,1,1,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,1,0,0,0,477,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2943,0,0,0,35,0,0,0,0,0,41,0,0,0,8,1,12638,3536,0,0,0
Cluster134,415,19,437,684,578,11,990,94,0,0,23,432,540,661,475,529,2,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,178,15,492,0,0,0,0,0,1577,0,0,0,0,0,1135,0,0,0,0,0,0,0,0,0,58,0,0,0,508,0,0,0,330,0,0,0,0,0,265,0,0,55,258,73,294,925,0,0,0
Cluster135,838,391,516,2128,1239,978,141,707,246,0,656,905,1102,1038,933,954,971,0,203,1,144,5,0,0,0,0,4,0,0,0,0,0,22,0,0,0,0,0,487,10,0,0,0,0,1,908,0,0,0,0,0,0,34,0,0,0,0,336,864,1567,123,0,0,0,20,3017,0,0,1,0,1,1738,0,0,0,1,0,2,0,0,0,226,0,0,0,289,0,0,0,1063,3,212,58,0,0,1266,0,0,287,607,738,10,255,2,0,0
Cluster136,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster137,1001,387,384,531,444,921,175,284,53,0,368,510,603,629,462,449,754,0,374,0,109,1,0,0,0,75,4,0,0,0,0,0,53,0,1,2,0,0,185,36,0,0,0,0,0,694,0,0,1,0,0,0,70,0,0,0,0,352,578,676,84,0,0,0,6,818,0,0,89,0,0,1332,0,0,0,0,0,0,0,0,0,164,0,0,0,591,1,0,0,415,3,139,43,0,0,463,0,0,258,552,490,598,525,0,0,0
Cluster138,1954,633,2610,1321,1833,803,1092,634,748,0,1893,2637,2249,2509,1575,2115,244,0,445,0,639,1,0,0,0,13,18,0,0,1,0,0,18,0,0,0,0,0,623,11,0,0,0,0,1,812,0,0,4,0,0,0,24,0,0,1,0,2371,1284,2266,280,0,0,0,4,1663,1,0,0,0,0,8306,0,0,1,1,0,2,0,0,1,355,0,1,1,1923,0,0,0,1488,0,66,6,1,0,1605,0,0,658,2495,1834,1156,3033,0,0,0
Cluster139,867,463,869,628,757,1003,490,340,125,0,581,942,1074,1045,855,723,603,0,371,1,195,2,0,0,0,88,7,1,0,2,0,0,45,0,0,0,0,0,199,15,0,0,0,0,1,509,1,0,0,0,0,0,67,0,0,0,0,707,676,862,32,0,0,0,9,1914,0,0,73,0,1,2955,0,0,0,0,0,0,0,0,0,157,0,0,0,492,2,0,0,696,1,228,48,1,0,492,0,0,270,739,687,226,520,0,0,0
Cluster140,367,101,562,661,608,111,312,80,1,0,13,412,542,522,419,640,33,0,65,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,20,1,0,0,0,0,0,1,0,0,0,0,181,28,354,0,0,0,0,0,1447,0,0,0,0,0,938,0,0,0,0,0,0,0,0,0,41,0,0,0,568,0,0,0,769,0,3,0,0,0,355,0,0,54,184,63,1047,912,0,0,0
Cluster141,320,154,412,380,255,227,181,155,93,0,212,286,444,413,294,294,140,0,70,0,106,0,0,0,0,4,5,0,0,0,0,0,3,0,0,0,0,0,164,1,0,0,0,0,0,136,0,0,0,0,0,0,7,0,0,0,0,294,358,596,71,0,0,0,1,398,0,0,0,0,0,788,0,0,0,0,0,1,0,0,1,30,0,0,0,370,0,0,0,190,0,35,5,0,0,231,0,0,127,571,470,214,485,0,0,0
Cluster142,297,141,268,186,420,345,27,155,183,0,390,380,568,223,299,320,204,0,243,0,129,3,2,0,3,80,7,7,0,0,0,0,7,0,0,0,0,0,53,10,0,0,0,0,0,40,0,0,1,0,0,0,53,0,0,0,0,212,312,576,37,0,0,0,9,3848,0,0,13,0,0,1620,0,0,0,0,0,0,0,0,0,126,0,0,0,387,7,0,0,682,0,73,44,0,0,194,0,0,91,474,407,21,149,0,0,0
Cluster143,97,166,2,2,3,1309,0,158,350,0,1339,2,53,1,17,2,1418,0,303,17,269,1,0,1,0,5,33,0,0,0,0,0,159,0,0,4,0,0,212,9,0,1,0,0,0,875,0,0,0,0,0,0,99,0,0,0,0,17,1011,135,915,0,0,0,102,479,0,0,1907,0,0,38,0,0,0,0,0,0,0,0,0,438,0,0,0,19,0,0,0,1,0,276,82,0,0,3,0,0,216,364,558,0,0,0,0,0
Cluster144,892,501,707,959,1146,877,572,458,339,0,729,831,1346,845,748,698,429,0,248,0,306,1,0,0,0,76,10,0,0,1,0,0,7,0,1,0,0,0,223,0,0,0,0,0,0,384,0,1,0,0,0,0,24,0,0,0,0,638,559,1112,128,0,0,0,2,2817,1,0,0,0,1,3533,0,0,0,0,0,0,0,0,0,164,0,0,0,504,1,0,0,792,1,135,23,0,0,749,0,0,222,855,1048,103,329,3,0,0
Cluster145,0,0,0,0,0,4,0,0,22,0,17,0,0,0,0,0,8,0,3,142,225,0,191,0,0,0,27,0,0,0,0,0,37,0,0,214,0,0,4,25,0,1,0,0,0,7,1,0,0,2,0,1,0,0,0,0,0,0,6,0,1358,0,0,0,99,21,0,0,1470,0,0,0,0,0,0,0,0,0,0,0,1,281,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,750,1,28,0,0,0,0,0
Cluster146,8,0,0,0,0,1,0,0,321,0,6,0,1,0,0,0,0,0,75,970,288,0,0,0,0,0,0,0,0,0,0,0,1120,0,0,398,0,0,19,770,0,0,0,0,0,91,0,0,0,0,0,0,45,0,0,0,0,0,11,0,57,0,0,0,154,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257,0,0,0,0,5,0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0
Cluster147,158,75,38,193,47,349,25,84,141,0,560,51,100,44,54,34,622,0,372,656,215,11,3,2,0,48,33,64,0,0,0,0,753,0,0,112,0,0,1249,321,0,0,0,0,1,899,0,0,0,0,0,0,140,0,0,0,0,81,987,265,624,0,1,0,510,534,0,0,104,0,0,488,0,0,0,1,0,0,0,0,0,646,0,0,0,57,76,1,0,82,0,159,81,0,0,82,0,0,197,324,497,3,11,0,0,0
Cluster148,459,301,74,233,99,1015,28,204,138,0,1036,136,243,138,73,49,1193,0,321,56,211,0,0,1,1,172,21,122,0,0,0,0,286,0,0,5,0,0,639,47,0,0,0,0,2,1072,1,0,1,0,0,0,24,0,0,0,0,167,1089,526,722,0,0,0,204,862,0,0,72,0,0,1248,0,0,0,0,0,0,0,0,0,292,0,0,0,219,2,0,1,113,0,246,77,0,0,98,0,0,283,681,879,0,14,0,0,0
Cluster149,1219,374,914,1131,1249,667,734,220,10,0,173,752,1143,1297,1178,888,269,0,230,1,30,1,0,0,0,62,3,1,0,1,0,0,12,0,0,2,1,0,129,17,0,0,0,0,0,124,0,0,0,0,0,0,10,0,0,0,0,480,132,918,11,0,0,0,6,7716,0,0,2,0,0,2587,0,0,0,0,0,0,0,0,0,210,0,0,0,777,5,0,4,1973,2,55,14,0,0,1089,0,0,84,274,109,1063,1073,2,0,0
Cluster150,480,146,267,252,578,366,350,107,44,0,333,380,559,517,364,330,276,0,167,0,71,0,0,0,0,71,6,1,0,0,0,0,19,0,0,1,0,0,118,29,0,0,0,0,0,191,0,0,0,1,0,0,18,0,0,0,0,285,328,367,15,0,0,0,0,1459,1,0,2,0,1,897,0,0,0,0,0,0,0,1,0,50,0,0,0,395,2,0,0,502,1,33,12,0,0,261,0,0,188,329,320,471,344,1,0,0
Cluster151,81,0,75,303,3,7,0,3,216,0,892,118,159,14,2,3,9,0,20,467,354,0,0,0,0,27,0,0,0,0,1,0,3413,0,0,870,0,0,3746,257,0,0,0,0,0,1515,1,0,0,0,0,0,0,0,0,0,0,224,921,573,6,0,0,0,945,458,0,0,0,0,0,630,0,0,0,0,0,0,0,0,0,1964,0,0,0,3,242,0,0,3,0,4,20,1,0,141,1,0,0,42,14,1,1,0,0,0
Cluster152,18,0,0,0,0,0,0,0,4,0,8,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1067,0,0,11,0,0,4274,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,126,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,55,0,0,0,0,337,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cluster153,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,1731,55,0,0,0,0,0,117,0,0,0,0,0,76,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster154,0,0,0,0,0,0,0,0,535,0,0,0,0,0,0,0,0,0,0,4414,651,0,274,0,0,0,179,0,0,0,0,0,45,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cluster155,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,2016,8,0,0,0,0,0,19,0,0,0,0,0,610,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9025,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster156,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,1,1340,826,1,10,0,0,0,894,0,0,0,0,0,10,0,0,2064,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,9,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,137,0,1,0,0,0,0,0
Cluster157,0,0,0,0,0,0,0,0,1345,0,1,0,0,0,0,0,0,0,1,4647,3471,0,0,0,0,0,478,0,0,0,0,0,73,0,0,1260,0,0,1,134,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,770,0,0,0,188,11,0,0,14,2,1,1,0,0,0,0,0,0,0,0,1,2111,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,340,0,0,0,0,0,0,0
Cluster158,0,0,0,0,0,0,0,0,657,0,0,0,0,0,0,0,0,0,0,45,1027,0,0,0,0,0,182,0,0,0,0,0,5,0,0,2479,0,0,0,807,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0,0,0,53,0,1,0,0,0,0,0,0,0,0,0,0,626,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,202,0,0,0,0,0,0,0
Cluster159,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,5,0,23,574,1,7,0,0,0,21,0,0,0,0,0,372,0,0,691,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster160,0,0,0,0,0,0,0,0,646,0,0,0,0,0,0,0,0,0,0,3581,1573,0,48,0,0,0,5,0,0,0,0,0,330,0,0,963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Cluster161,0,0,0,0,0,0,0,0,772,0,0,0,0,0,0,0,0,44,0,67,205,0,0,0,0,0,94,0,0,0,0,0,80,0,0,4292,0,0,1,267,0,0,0,0,0,0,1,0,0,2,0,10,1,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1575,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0
Cluster162,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,236,206,0,1,0,0,0,47,0,0,0,0,0,2,0,0,218,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,19,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
Cluster163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,2,0,24,0,0,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cluster164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0
Cluster165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,376,0,0,0,0,0,0,0,1486,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,32,0,0,0,0,0
Cluster166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,74,0,0,0,0,0,0,0,673,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,1,0,0,0,0,0
Cluster167,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,35,313,7,3,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,48,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,160,0,0,1,0,0,0,0,579,0,232,0,0,0,0,0
Cluster168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,28,0,355,0,0,0,0,0
Cluster169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,87,374,50,89,435,122,0,0,0,0,0,0,0,1,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,332,0,0,0,0,0,0,0
Cluster170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,2,0,47,0,0,0,0,0,0,0,0,17,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,0,0,0,0,0
Cluster171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
Cluster172,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,35,0,1,0,0,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,0,0,0,1,16,0,0,7009,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,0,5,0,0,0,0,0
Cluster173,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0
Cluster174,0,0,0,0,0,0,0,0,496,1,2,1,0,0,0,0,0,1,10,74,396,0,5,0,0,0,0,0,0,0,0,0,144,0,0,430,0,0,0,13,0,0,0,0,0,4,0,0,0,2,3,0,0,0,8,0,0,0,4,0,4959,0,0,0,3,6,0,0,397,0,1,0,0,0,0,0,0,0,0,0,0,2855,0,0,0,0,1,0,0,0,0,3,1,1,0,0,0,0,539,0,4,0,0,0,0,0
Cluster175,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,80,0,74,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,8,0,0,0,0,0,668,0,0,0,0,4,0,0,6697,0,2,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,0,2,0,0,0,0,0
Cluster176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0
Cluster177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,936,2,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,55,0,1,0,0,805,0,0,0,0,0,0,0,1558,5,366,0,0,0,0,0
Cluster178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,203,0,0,0,0,0,0,0,262,9,149,0,0,0,0,0
